reviewID,customerID,productID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
252,6,6,2025-03-18,5,The build quality is  impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
253,75,15,2024-08-03,3,"Great purchase, very satisfied.",0.8016,partially positive,Strongly Postive (0.50 to 1.00)
254,30,19,2025-12-31,3,"Average experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
255,13,16,2024-01-23,5,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
256,91,3,2024-02-11,4,"Good quality, but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
257,84,13,2023-10-03,3,"Average experience, nothing  special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
258,34,7,2025-05-13,4,"Great  purchase, very satisfied.",0.8016,Postive,Strongly Postive (0.50 to 1.00)
259,75,2,2023-08-24,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
260,44,18,2024-03-07,3,"Average experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
261,29,12,2024-10-15,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
262,45,7,2024-07-07,5,Five stars for  the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
263,47,8,2024-10-21,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
264,96,18,2025-08-19,4,Shipping was fast and the  item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
265,22,19,2024-05-14,4,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
266,62,5,2025-02-22,5,"Excellent product,  highly recommend!",0.7773,Postive,Strongly Postive (0.50 to 1.00)
267,55,19,2023-12-01,3,"The product is  okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
268,98,17,2023-10-28,5,The build quality  is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
269,75,4,2023-11-18,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
270,46,6,2023-09-25,1,The color was different from what was shown.,0.0,Negative,Neutral (-0.05 to 0.05)
271,21,17,2025-08-08,5,The  build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
272,39,17,2023-03-26,5,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
273,10,2,2024-10-09,5,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
274,93,11,2023-04-07,5,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
275,45,12,2023-04-03,4,Five stars for the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
276,86,1,2025-01-29,5,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
277,22,6,2025-03-21,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
278,80,20,2023-03-01,5,Amazing value for the price.,0.7351,Postive,Strongly Postive (0.50 to 1.00)
279,86,5,2023-07-21,5,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
280,68,19,2023-11-09,4,"Good quality, but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
281,71,5,2025-11-19,4,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
282,59,5,2023-02-17,3,"Average experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
283,87,13,2023-02-14,5,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
284,89,13,2023-09-01,4,"Great purchase, very satisfied.",0.8016,Postive,Strongly Postive (0.50 to 1.00)
285,29,3,2023-08-25,4,"Good quality, but could  be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
286,53,16,2023-05-04,5,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
287,75,6,2025-02-14,5,"I love this product, will  buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
288,68,17,2024-06-21,5,"Excellent product, highly recommend!",0.7773,Postive,Strongly Postive (0.50 to 1.00)
289,87,15,2023-10-04,5,Customer support was  very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
290,20,14,2024-09-23,2,"Average experience, nothing special.",-0.3089,Negative,Mildly Negative (-0.5 to -0.05)
291,17,7,2025-12-06,5,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
292,15,7,2025-10-19,5,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
293,25,13,2023-02-14,3,Not worth  the money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
294,63,13,2023-11-09,3,Not worth the money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
295,61,6,2024-10-13,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
296,85,18,2023-12-13,4,The  quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
297,92,16,2023-08-06,3,"Average experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
298,41,15,2025-06-13,4,Five stars for the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
299,93,13,2024-02-01,1,Product did not meet my expectations.,0.0,Negative,Neutral (-0.05 to 0.05)
300,22,18,2023-05-09,2,Disappointed with the performance.,-0.4767,Negative,Mildly Negative (-0.5 to -0.05)
301,6,7,2023-05-30,4,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
302,64,19,2024-10-08,5,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
303,20,10,2024-04-25,4,"Great purchase, very satisfied.",0.8016,Postive,Strongly Postive (0.50 to 1.00)
304,66,14,2023-02-01,3,"Average  experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
305,87,7,2023-08-25,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
306,52,8,2025-07-19,3,"Average experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
307,63,16,2025-01-08,5,Exceeded my expectations!,0.0,Positive,Neutral (-0.05 to 0.05)
308,90,14,2023-04-02,5,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
309,70,11,2023-02-02,3,"Good quality, but could be cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
310,40,1,2024-11-30,5,Exceeded my expectations!,0.0,Positive,Neutral (-0.05 to 0.05)
311,52,11,2023-11-14,4,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
312,90,3,2023-11-05,2,The product arrived late.,0.0,Negative,Neutral (-0.05 to 0.05)
313,13,3,2024-01-14,4,"I  love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
314,22,17,2025-10-06,2,Product did not meet my expectations.,0.0,Negative,Neutral (-0.05 to 0.05)
315,32,7,2025-06-13,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
316,48,4,2025-08-15,5,Five stars for the quick  delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
317,15,6,2023-08-04,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
318,97,4,2023-12-15,4,"Good quality, but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
319,86,6,2024-12-11,5,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
320,79,17,2023-02-24,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
321,58,12,2024-04-17,4,"Good quality, but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
322,76,13,2024-12-01,4,"Great  purchase, very satisfied.",0.8016,Postive,Strongly Postive (0.50 to 1.00)
323,47,4,2023-04-24,4,Shipping was  fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
324,89,5,2024-07-08,4,Shipping was fast and the item  was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
325,78,6,2023-04-17,4,"Good quality, but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
326,17,14,2024-06-15,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
327,95,8,2023-08-25,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
328,100,13,2024-02-20,2,Not worth the money.,-0.1695,Negative,Mildly Negative (-0.5 to -0.05)
329,6,9,2024-12-07,3,The quality is top-notch.,0.0,Neutral,Neutral (-0.05 to 0.05)
330,22,14,2023-03-18,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
331,68,4,2023-08-17,5,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
332,2,10,2024-11-06,5,The build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
333,87,5,2024-06-02,4,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
334,70,9,2025-04-14,5,Five stars for the quick  delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
335,75,14,2024-03-12,5,"Great purchase, very satisfied.",0.8016,Postive,Strongly Postive (0.50 to 1.00)
336,8,8,2024-02-07,2,The product arrived late.,0.0,Negative,Neutral (-0.05 to 0.05)
337,32,19,2024-05-22,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
338,98,4,2023-01-22,2,The product arrived late.,0.0,Negative,Neutral (-0.05 to 0.05)
339,38,2,2025-01-11,5,Exceeded my  expectations!,0.0,Positive,Neutral (-0.05 to 0.05)
340,95,17,2025-09-16,5,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
341,62,3,2024-11-04,2,Not worth the money.,-0.1695,Negative,Mildly Negative (-0.5 to -0.05)
342,19,4,2025-06-15,4,The build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
343,84,4,2025-04-13,3,"Average experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
344,21,10,2025-11-02,3,Not worth the money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
345,48,4,2024-07-24,4,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
346,84,15,2025-06-27,5,The build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
347,75,16,2025-08-19,1,Disappointed  with the performance.,-0.4767,Negative,Mildly Negative (-0.5 to -0.05)
348,52,13,2024-03-05,2,Not worth the money.,-0.1695,Negative,Mildly Negative (-0.5 to -0.05)
349,26,11,2024-11-19,3,"I love this product, will buy again!",0.6696,partially positive,Strongly Postive (0.50 to 1.00)
350,57,6,2025-08-22,3,Not  worth the money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
351,55,5,2023-05-02,3,"The product is okay, but  the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
352,43,11,2025-12-22,3,"Average experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
353,36,15,2025-09-08,5,"Great  purchase, very satisfied.",0.8016,Postive,Strongly Postive (0.50 to 1.00)
354,50,18,2024-01-03,2,"Average experience, nothing special.",-0.3089,Negative,Mildly Negative (-0.5 to -0.05)
355,59,9,2024-03-04,2,"Average experience, nothing special.",-0.3089,Negative,Mildly Negative (-0.5 to -0.05)
356,86,14,2023-11-23,1,The product arrived late.,0.0,Negative,Neutral (-0.05 to 0.05)
357,1,3,2024-04-01,4,Five stars for the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
358,13,15,2023-11-20,3,"Average experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
359,79,15,2024-05-04,5,Amazing value for the price.,0.7351,Postive,Strongly Postive (0.50 to 1.00)
360,33,15,2025-09-09,5,"Excellent product, highly recommend!",0.7773,Postive,Strongly Postive (0.50 to 1.00)
361,71,7,2024-02-12,5,"Excellent product, highly recommend!",0.7773,Postive,Strongly Postive (0.50 to 1.00)
362,33,11,2024-02-11,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
363,17,15,2025-04-15,4,"Good quality, but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
364,46,8,2024-04-26,5,The build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
365,90,20,2025-10-24,3,"Good quality, but could be  cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
366,46,7,2023-11-14,5,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
367,96,1,2024-07-02,3,Not worth the  money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
368,34,8,2025-05-11,1,"Not satisfied, the product broke after a week.",-0.6288,Negative,Strongly Negative (-1.00 to -0.5)
369,48,4,2024-12-19,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
370,73,6,2023-04-13,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
371,29,1,2024-01-20,2,Product did not meet my expectations.,0.0,Negative,Neutral (-0.05 to 0.05)
372,91,6,2023-05-10,4,"I love this product, will  buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
373,92,14,2025-07-12,1,"Average experience, nothing special.",-0.3089,Negative,Mildly Negative (-0.5 to -0.05)
374,89,12,2023-02-08,1,The product  stopped working after a month.,-0.2263,Negative,Mildly Negative (-0.5 to -0.05)
375,73,4,2024-12-16,5,The build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
376,38,6,2023-07-03,3,"Good quality,  but could be cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
377,77,4,2023-11-29,5,"Excellent product, highly recommend!",0.7773,Postive,Strongly Postive (0.50 to 1.00)
378,64,9,2024-03-20,2,The product arrived  late.,0.0,Negative,Neutral (-0.05 to 0.05)
379,62,4,2023-01-27,5,The  quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
380,52,4,2024-02-23,4,"I love  this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
381,45,4,2024-01-24,3,"Good quality, but  could be cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
382,38,7,2023-09-03,4,"Good quality,  but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
383,54,13,2024-09-05,5,Amazing value for the price.,0.7351,Postive,Strongly Postive (0.50 to 1.00)
384,20,3,2025-06-04,3,Not worth the money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
385,81,5,2023-06-09,4,Five stars for the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
386,86,5,2024-04-09,3,"Good quality, but could be cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
387,42,14,2025-03-29,5,Shipping was fast and the  item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
388,99,1,2025-12-10,1,Disappointed with the performance.,-0.4767,Negative,Mildly Negative (-0.5 to -0.05)
389,14,2,2024-09-14,5,"Excellent product, highly recommend!",0.7773,Postive,Strongly Postive (0.50 to 1.00)
390,30,10,2023-05-22,3,"Good quality, but could be cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
391,98,20,2024-01-05,3,"Average experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
392,93,11,2023-06-29,5,Amazing value for the price.,0.7351,Postive,Strongly Postive (0.50 to 1.00)
393,6,20,2024-04-18,2,Product did not meet my expectations.,0.0,Negative,Neutral (-0.05 to 0.05)
394,7,4,2024-10-19,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
395,35,9,2025-04-12,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
396,75,6,2025-09-12,3,"Good  quality, but could be cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
397,11,14,2024-04-23,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
398,17,7,2023-09-02,5,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
399,68,1,2024-07-21,3,"Average experience, nothing special.",-0.3089,Partially negative,Mildly Negative (-0.5 to -0.05)
400,42,10,2023-06-30,3,Not worth the money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
401,93,18,2024-04-13,4,"Good quality, but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
402,68,12,2025-12-16,4,The build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
403,53,14,2023-06-18,3,"Good quality, but  could be cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
404,90,7,2025-06-04,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
405,43,4,2025-09-10,5,Exceeded my  expectations!,0.0,Positive,Neutral (-0.05 to 0.05)
406,11,9,2025-12-15,5,Exceeded my expectations!,0.0,Positive,Neutral (-0.05 to 0.05)
407,79,11,2023-01-12,2,Disappointed with the  performance.,-0.4767,Negative,Mildly Negative (-0.5 to -0.05)
408,17,4,2023-12-12,5,The build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
409,59,19,2023-02-22,5,"I love this product, will buy  again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
410,83,1,2023-01-11,1,Product did not meet my expectations.,0.0,Negative,Neutral (-0.05 to 0.05)
411,32,15,2023-03-05,3,"The product is okay, but the  instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
412,83,7,2024-05-10,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
413,60,12,2023-08-24,5,The build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
414,59,14,2025-07-31,4,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
415,97,8,2025-06-04,2,Disappointed with the  performance.,-0.4767,Negative,Mildly Negative (-0.5 to -0.05)
416,15,17,2023-04-19,5,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
417,9,16,2024-11-28,3,Not worth the money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
418,94,2,2025-03-02,1,"Not satisfied, the product broke after a  week.",-0.6288,Negative,Strongly Negative (-1.00 to -0.5)
419,68,6,2025-09-01,1,The color was different from what was shown.,0.0,Negative,Neutral (-0.05 to 0.05)
420,18,11,2023-06-10,5,"I love this  product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
421,75,13,2025-08-18,5,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
422,81,17,2025-09-30,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
423,76,18,2023-08-01,2,Product did not meet my expectations.,0.0,Negative,Neutral (-0.05 to 0.05)
424,53,11,2024-03-21,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
425,89,6,2025-03-04,2,Not worth the money.,-0.1695,Negative,Mildly Negative (-0.5 to -0.05)
426,74,17,2024-04-07,4,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
427,81,11,2025-08-20,4,Five stars for the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
428,58,9,2025-01-17,5,The build  quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
429,71,2,2023-06-08,4,Customer  support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
430,99,9,2025-08-03,2,"Average experience, nothing special.",-0.3089,Negative,Mildly Negative (-0.5 to -0.05)
431,94,11,2023-02-10,3,Not worth the money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
432,31,18,2025-02-14,4,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
433,72,2,2025-06-11,5,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
434,7,18,2023-02-25,5,"Great purchase, very satisfied.",0.8016,Postive,Strongly Postive (0.50 to 1.00)
435,65,1,2023-02-28,5,Amazing value for the price.,0.7351,Postive,Strongly Postive (0.50 to 1.00)
436,11,1,2024-01-03,4,Shipping was fast  and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
437,73,4,2023-06-24,5,"Excellent product, highly recommend!",0.7773,Postive,Strongly Postive (0.50 to 1.00)
438,72,20,2023-09-13,5,Five stars for the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
439,67,11,2025-11-11,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
440,93,7,2023-07-22,3,Not worth the money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
441,12,6,2023-09-03,1,Product did  not meet my expectations.,0.0,Negative,Neutral (-0.05 to 0.05)
442,28,8,2025-04-06,1,The product stopped working after a month.,-0.2263,Negative,Mildly Negative (-0.5 to -0.05)
443,37,13,2024-01-19,3,"Good quality, but could be cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
444,22,16,2023-10-20,5,The build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
445,25,14,2023-05-27,3,"Good quality, but could be cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
446,84,14,2025-06-10,5,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
447,38,2,2024-08-19,4,Shipping  was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
448,75,12,2025-12-25,4,"Excellent product, highly recommend!",0.7773,Postive,Strongly Postive (0.50 to 1.00)
449,43,14,2024-03-10,5,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
450,92,4,2024-08-04,5,Amazing value for the price.,0.7351,Postive,Strongly Postive (0.50 to 1.00)
451,68,11,2023-04-18,5,"Excellent product, highly recommend!",0.7773,Postive,Strongly Postive (0.50 to 1.00)
452,42,19,2024-08-28,4,"Good quality, but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
453,100,2,2023-04-23,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
454,27,9,2025-09-17,4,Customer support  was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
455,79,20,2024-07-30,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
456,2,1,2024-01-09,2,Product did not meet my expectations.,0.0,Negative,Neutral (-0.05 to 0.05)
457,29,1,2024-12-12,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
458,42,20,2025-07-05,4,"Good quality, but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
459,90,17,2023-06-16,4,Five stars for the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
460,92,16,2025-08-09,4,"Good quality, but could be cheaper.",0.2382,Postive,Mildly Postive (0.05 to 0.50)
461,66,5,2025-10-11,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
462,85,14,2023-02-02,5,The  build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
463,5,2,2025-11-02,3,"Great purchase, very  satisfied.",0.8016,partially positive,Strongly Postive (0.50 to 1.00)
464,73,11,2024-05-28,4,"Great purchase, very  satisfied.",0.8016,Postive,Strongly Postive (0.50 to 1.00)
465,43,12,2025-12-14,1,Disappointed  with the performance.,-0.4767,Negative,Mildly Negative (-0.5 to -0.05)
466,49,16,2023-02-16,5,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
467,29,16,2023-07-16,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
468,12,12,2024-01-09,5,"Excellent product, highly recommend!",0.7773,Postive,Strongly Postive (0.50 to 1.00)
469,54,13,2023-10-06,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
470,46,1,2025-10-24,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
471,88,4,2024-04-26,5,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
472,69,8,2024-12-05,4,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
473,7,19,2024-08-03,1,The product arrived late.,0.0,Negative,Neutral (-0.05 to 0.05)
474,47,20,2025-05-31,3,"Good quality, but could be cheaper.",0.2382,partially positive,Mildly Postive (0.05 to 0.50)
475,74,20,2023-04-18,4,The quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
476,54,10,2023-12-12,4,Customer support  was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
477,91,10,2025-04-25,4,The  quality is top-notch.,0.0,Positive,Neutral (-0.05 to 0.05)
478,79,6,2023-07-23,5,The build quality is impressive.,0.5106,Postive,Strongly Postive (0.50 to 1.00)
479,7,13,2024-12-28,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
480,90,9,2023-07-22,5,"Great purchase, very satisfied.",0.8016,Postive,Strongly Postive (0.50 to 1.00)
481,21,2,2024-12-02,4,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
482,49,10,2025-07-11,5,Amazing value for the price.,0.7351,Postive,Strongly Postive (0.50 to 1.00)
483,28,20,2024-06-29,2,The product arrived late.,0.0,Negative,Neutral (-0.05 to 0.05)
484,36,10,2023-08-22,1,The product arrived late.,0.0,Negative,Neutral (-0.05 to 0.05)
485,66,18,2025-06-10,5,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
486,44,3,2024-01-20,3,Not worth the money.,-0.1695,Partially negative,Mildly Negative (-0.5 to -0.05)
487,78,3,2025-05-01,1,I had a bad experience with this product.,-0.5423,Negative,Strongly Negative (-1.00 to -0.5)
488,89,12,2025-02-24,5,Exceeded my expectations!,0.0,Positive,Neutral (-0.05 to 0.05)
489,15,8,2023-11-09,4,Five stars  for the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
490,46,11,2025-07-05,4,Five stars for the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
491,59,6,2023-06-22,4,"Great purchase, very satisfied.",0.8016,Postive,Strongly Postive (0.50 to 1.00)
492,94,20,2025-03-19,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative,Mildly Negative (-0.5 to -0.05)
493,26,2,2024-07-16,5,"I love this product, will buy again!",0.6696,Postive,Strongly Postive (0.50 to 1.00)
494,2,13,2025-05-25,5,Five stars for the quick delivery.,0.0,Positive,Neutral (-0.05 to 0.05)
495,56,7,2023-04-26,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
496,87,1,2024-01-29,5,Exceeded my expectations!,0.0,Positive,Neutral (-0.05 to 0.05)
497,90,6,2024-02-21,4,Customer support was very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
498,81,17,2025-01-17,3,"The product is okay, but the instructions were unclear.",-0.2617,Partially negative,Mildly Negative (-0.5 to -0.05)
499,72,6,2024-08-26,4,Shipping was fast and the item was well-packaged.,0.0,Positive,Neutral (-0.05 to 0.05)
500,57,9,2025-12-20,2,Not worth the money.,-0.1695,Negative,Mildly Negative (-0.5 to -0.05)
501,39,12,2023-12-01,4,Customer support was  very helpful.,0.6997,Postive,Strongly Postive (0.50 to 1.00)
502,5,1,2025-11-10,2,Product  did not meet my expectations.,0.0,Negative,Neutral (-0.05 to 0.05)
